,query
57,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.237436413764954 AND ?lng < 13.241389989852905 AND ?lat > 46.24144222133259 AND ?lat < 46.24322306147686) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.20706844329834 AND ?lng < 13.238697052001951 AND ?lat > 46.22753112890028 AND ?lat < 46.2417798433839) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.2335364818573 AND ?lng < 13.237490057945251 AND ?lat > 46.24038110993122 AND ?lat < 46.24216198451777) AND  !(?lng > 13.234587907791138 AND ?lng < 13.23854148387909 AND ?lat > 46.24091537837673 AND ?lat < 46.24269623562172) AND  !(?ln"
58,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.238214254379272 AND ?lng < 13.242167830467224 AND ?lat > 46.24201729061515 AND ?lat < 46.24379811209318) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.234587907791138 AND ?lng < 13.23854148387909 AND ?lat > 46.24091537837673 AND ?lat < 46.24269623562172) AND  !(?lng > 13.23604166507721 AND ?lng < 13.239995241165161 AND ?lat > 46.2409636106887 AND ?lat < 46.24274446636813) AND  !(?lng > 13.237436413764954 AND ?lng < 13.241389989852905 AND ?lat > 46.24144222133259 AND ?lat < 46.24322306147686) AND  LANG(%3"
59,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.239351511001585 AND ?lng < 13.243305087089539 AND ?lat > 46.24253670285076 AND ?lat < 46.244317507469) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.23604166507721 AND ?lng < 13.239995241165161 AND ?lat > 46.2409636106887 AND ?lat < 46.24274446636813) AND  !(?lng > 13.237436413764954 AND ?lng < 13.241389989852905 AND ?lat > 46.24144222133259 AND ?lat < 46.24322306147686) AND  !(?lng > 13.238214254379272 AND ?lng < 13.242167830467224 AND ?lat > 46.24201729061515 AND ?lat < 46.24379811209318) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
60,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.240156173706055 AND ?lng < 13.244109749794006 AND ?lat > 46.243030139919824 AND ?lat < 46.24481092852125) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.237436413764954 AND ?lng < 13.241389989852905 AND ?lat > 46.24144222133259 AND ?lat < 46.24322306147686) AND  !(?lng > 13.238214254379272 AND ?lng < 13.242167830467224 AND ?lat > 46.24201729061515 AND ?lat < 46.24379811209318) AND  !(?lng > 13.239351511001585 AND ?lng < 13.243305087089539 AND ?lat > 46.24253670285076 AND ?lat < 46.244317507469) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
61,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  !(?lng > 13.238214254379272 AND ?lng < 13.242167830467224 AND ?lat > 46.24201729061515 AND ?lat < 46.24379811209318) AND  !(?lng > 13.239351511001585 AND ?lng < 13.243305087089539 AND ?lat > 46.24253670285076 AND ?lat < 46.244317507469) AND  !(?lng > 13.240156173706055 AND ?lng < 13.244109749794006 AND ?lat > 46.243030139919824 AND ?lat < 46.24481092852125) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
62,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  !(?lng > 13.240156173706055 AND ?lng < 13.244109749794006 AND ?lat > 46.243030139919824 AND ?lat < 46.24481092852125) AND  !(?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
63,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  !(?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
64,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  !(?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
65,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
66,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.244968056678772 AND ?lng < 13.248921632766724 AND ?lat > 46.247088769677326 AND ?lat < 46.248869426531876) AND  !(?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
67,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.245413303375244 AND ?lng < 13.249366879463196 AND ?lat > 46.24763781170465 AND ?lat < 46.24941845073611) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(?lng > 13.244968056678772 AND ?lng < 13.248921632766724 AND ?lat > 46.247088769677326 AND ?lat < 46.248869426531876) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
68,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.246968984603882 AND ?lng < 13.250922560691833 AND ?lat > 46.24847620311628 AND ?lat < 46.250256814931404) AND  !(?lng > 13.244968056678772 AND ?lng < 13.248921632766724 AND ?lat > 46.247088769677326 AND ?lat < 46.248869426531876) AND  !(?lng > 13.245413303375244 AND ?lng < 13.249366879463196 AND ?lat > 46.24763781170465 AND ?lat < 46.24941845073611) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
69,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.247398138046265 AND ?lng < 13.251351714134215 AND ?lat > 46.249006683098145 AND ?lat < 46.25078727769235) AND  !(?lng > 13.245413303375244 AND ?lng < 13.249366879463196 AND ?lat > 46.24763781170465 AND ?lat < 46.24941845073611) AND  !(?lng > 13.246968984603882 AND ?lng < 13.250922560691833 AND ?lat > 46.24847620311628 AND ?lat < 46.250256814931404) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
70,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.24652373790741 AND ?lng < 13.250477313995361 AND ?lat > 46.2477194255909 AND ?lat < 46.24950006197299) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(?lng > 13.244968056678772 AND ?lng < 13.248921632766724 AND ?lat > 46.247088769677326 AND ?lat < 46.248869426531876) AND  !(?lng > 13.245413303375244 AND ?lng < 13.249366879463196 AND ?lat > 46.24763781170465 AND ?lat < 46.24941845073611) AND  !(?lng > 13.246968984603882 AND ?lng < 13.250922560691833 AND ?lat > 46.24847620311628 AND ?lat < 46.250256814931404) AND  !(?lng > 13.247398138046265 AND ?lng < 13.251351714134215 AND ?lat > 46.249006683098145 AND ?lat < 46.25078727769235) AND  LANG(?abstract)='it' AND LANG(?type)='en') } Limit 100"
71,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.244667649269104 AND ?lng < 13.248621225357056 AND ?lat > 46.24668069434015 AND ?lat < 46.24846136444161) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(?lng > 13.244968056678772 AND ?lng < 13.248921632766724 AND ?lat > 46.247088769677326 AND ?lat < 46.248869426531876) AND  !(?lng > 13.245413303375244 AND ?lng < 13.249366879463196 AND ?lat > 46.24763781170465 AND ?lat < 46.24941845073611) AND  !(?lng > 13.24652373790741 AND ?lng < 13.250477313995361 AND ?lat > 46.2477194255909 AND ?lat < 46.24950006197299) AND  LANG%2"
72,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.243964910507202 AND ?lng < 13.247918486595154 AND ?lat > 46.245541777112635 AND ?lat < 46.24732248418504) AND  !(?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(?lng > 13.244968056678772 AND ?lng < 13.248921632766724 AND ?lat > 46.247088769677326 AND ?lat < 46.248869426531876) AND  !(?lng > 13.244667649269104 AND ?lng < 13.248621225357056 AND ?lat > 46.24668069434015 AND ?lat < 46.24846136444161) AND  LANG%2"
73,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.24424922466278 AND ?lng < 13.248202800750732 AND ?lat > 46.24497787448899 AND ?lat < 46.246758599866254) AND  !(?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  !(?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(?lng > 13.244667649269104 AND ?lng < 13.248621225357056 AND ?lat > 46.24668069434015 AND ?lat < 46.24846136444161) AND  !(?"
74,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.242060542106628 AND ?lng < 13.246014118194578 AND ?lat > 46.244740440071205 AND ?lat < 46.24652117315579) AND  !(?lng > 13.240156173706055 AND ?lng < 13.244109749794006 AND ?lat > 46.243030139919824 AND ?lat < 46.24481092852125) AND  !(?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  !(?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?lng > 13.243101239204407 AND ?lng < 13.247054815292358 AND ?lat > 46.24564936313894 AND ?lat < 46.24743006671899) AND  !(?lng > 13.24476420879364 AND ?lng < 13.248717784881592 AND ?lat > 46.24629858468141 AND ?lat < 46.24807926718681) AND  !(%"
75,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.24053704738617 AND ?lng < 13.24449062347412 AND ?lat > 46.244169109291974 AND ?lat < 46.24594986092232) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.239351511001585 AND ?lng < 13.243305087089539 AND ?lat > 46.24253670285076 AND ?lat < 46.244317507469) AND  !(?lng > 13.240156173706055 AND ?lng < 13.244109749794006 AND ?lat > 46.243030139919824 AND ?lat < 46.24481092852125) AND  !(?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  !(?lng > 13.24152410030365 AND ?lng < 13.2454776763916 AND ?lat > 46.24446961518384 AND ?lat < 46.24625035705961) AND  !(?lng > 13.24173331260681 AND ?lng < 13.245686888694763 AND ?lat > 46.24518191887072 AND ?lat < 46.24696263762455) AND  !(?ln"
76,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.239641189575194 AND ?lng < 13.243594765663147 AND ?lat > 46.24311918072274 AND ?lat < 46.24489996643394) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.237436413764954 AND ?lng < 13.241389989852905 AND ?lat > 46.24144222133259 AND ?lat < 46.24322306147686) AND  !(?lng > 13.238214254379272 AND ?lng < 13.242167830467224 AND ?lat > 46.24201729061515 AND ?lat < 46.24379811209318) AND  !(?lng > 13.239351511001585 AND ?lng < 13.243305087089539 AND ?lat > 46.24253670285076 AND ?lat < 46.244317507469) AND  !(?lng > 13.240156173706055 AND ?lng < 13.244109749794006 AND ?lat > 46.243030139919824 AND ?lat < 46.24481092852125) AND  !(?lng > 13.241406083106993 AND ?lng < 13.245359659194946 AND ?lat > 46.24369052243627 AND ?lat < 46.24547128960167) AND  !("
77,"SELECT DISTINCT (str(?label) as ?label) ?lng ?lat ?abstract ?link ?thumbnail  (GROUP_CONCAT(?type; separator=',') as ?types)  WHERE { ?res <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?lng. ?res <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat. ?res rdfs:label ?label . ?res foaf:isPrimaryTopicOf ?link. ?res <http://dbpedia.org/ontology/thumbnail> ?thumbnail. ?res <http://dbpedia.org/ontology/abstract> ?abstract. ?res rdf:type ?type_url . ?type_url rdfs:label ?type . FILTER ((?lng > 13.238106966018677 AND ?lng < 13.242060542106628 AND ?lat > 46.2423623292914 AND ?lat < 46.24414313956973) AND  !(?lng > 13.20732593536377 AND ?lng < 13.238954544067383 AND ?lat > 46.22940148359583 AND ?lat < 46.24364971251119) AND  !(?lng > 13.17586898803711 AND ?lng < 13.239126205444336 AND ?lat > 46.225155983470586 AND ?lat < 46.25365094608467) AND  !(?lng > 13.209643363952637 AND ?lng < 13.24127197265625 AND ?lat > 46.23023273189237 AND ?lat < 46.24448074500008) AND  !(?lng > 13.234587907791138 AND ?lng < 13.23854148387909 AND ?lat > 46.24091537837673 AND ?lat < 46.24269623562172) AND  !(?lng > 13.23604166507721 AND ?lng < 13.239995241165161 AND ?lat > 46.2409636106887 AND ?lat < 46.24274446636813) AND  !(?lng > 13.237436413764954 AND ?lng < 13.241389989852905 AND ?lat > 46.24144222133259 AND ?lat < 46.24322306147686) AND  !(?l"
